Unnamed: 0,10percentage,12percentage,collegeGPA,personality score,aptitude score,openess_to_experience,Domain,GraduationYear,Year of Birth,Gender,Degree,CollegeTier,Specialization,CollegeCityTier,Salary
2233,86.92,73.8,73.0,7.689286299618961,3.056816085593064,8.085144183257643,8.180260222936948,2013,1991,f,B.Tech/B.E.,Tier2College,information technology,CityTier0,95000
1888,84.16,80.4,63.6,5.032454780120535,4.5188772059275655,6.818085921451493,5.29420115903512,2010,1988,m,B.Tech/B.E.,Tier2College,electronics & telecommunications,CityTier1,630000
1584,72.0,67.0,59.8,7.197233949850223,4.765787370103918,8.396828745600105,7.692279048332249,2009,1989,m,B.Tech/B.E.,Tier2College,electrical engineering,CityTier1,150000
1135,78.8,74.6,72.2,5.689308153368838,6.935128820020906,8.510643022907205,7.468316485705294,2012,1990,f,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,140000
2184,95.04,87.0,86.5,6.380507067805408,6.428211277132141,8.396828745600105,8.82876339828519,2012,1990,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,530000
2651,90.4,83.6,76.4,7.617123513925434,6.701023796347537,8.085144183257643,9.92375398448349,2013,1991,m,B.Tech/B.E.,Tier2College,electrical engineering,CityTier0,360000
1235,72.0,61.2,66.3,5.7386096853433335,2.5306831457910595,7.8706181503236765,5.951033612501707,2009,1984,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,415000
2483,91.2,70.0,70.8,7.708150272587575,4.940078706265756,8.723392442731987,0.0,2014,1992,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,315000
267,82.2,81.0,81.0,8.567259369893248,3.761944290721269,8.723392442731987,8.916917127219632,2014,1993,m,B.Tech/B.E.,Tier1College,electronics and communication engineering,CityTier0,180000
1692,69.0,82.0,73.0,8.092965493978301,4.675966918772674,10.0,6.782986290653876,2012,1989,f,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,200000
2035,71.2,63.4,70.83,5.757576532393831,4.468302281251922,7.87239476343286,7.816689276412827,2013,1989,m,B.Tech/B.E.,Tier1College,information technology,CityTier1,350000
1259,77.0,60.2,68.5,5.301863198702246,5.049990776609481,6.382926748020742,7.442073260113761,2012,1989,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,405000
2300,63.0,56.0,69.4,7.052859602877629,4.959724528069851,9.14889128238155,9.557404523493036,2013,1992,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,145000
2507,83.8,63.4,61.2,6.748520792428247,6.347506610096538,7.51973706125984,9.584779164767466,2011,1989,m,B.Tech/B.E.,Tier2College,information technology,CityTier1,1100000
2269,85.3,92.2,70.24,6.001699304844292,6.214766648219886,7.659534305288756,0.0,2013,1992,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,330000
1230,82.8,89.2,75.0,6.732360197700279,3.8141794256902166,7.87239476343286,9.408521814143189,2013,1992,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,310000
1164,63.4,66.6,64.0,5.896179211585462,5.890687450039967,8.723392442731987,8.82876339828519,2013,1991,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,310000
707,68.4,69.4,76.0,6.922862715330878,5.53903031421017,8.085144183257643,0.0,2013,1990,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,180000
2239,66.0,66.66,66.22,6.760038544150676,5.995818729631679,7.51973706125984,9.507873769713388,2011,1989,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,140000
1208,78.3,70.67,63.0,8.023975530324611,5.085623808645391,9.574501160350437,9.21165425526402,2014,1991,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,300000
1390,86.4,81.6,75.2,6.950868313885062,5.788077230523274,8.923039340876535,9.84162834558337,2011,1986,f,B.Tech/B.E.,Tier1College,computer application,CityTier0,180000
2511,86.0,72.8,65.89,6.725549033142364,7.611034249523459,7.02128604581441,6.037231293813038,2013,1989,m,B.Tech/B.E.,Tier1College,electronics and electrical engineering,CityTier1,325000
1276,70.5,54.5,57.0,6.181487670738258,2.757311074217549,7.8706181503236765,5.951033612501707,2010,1986,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,175000
6,72.5,53.2,68.0,6.27834375176464,4.467349197565024,8.085144183257643,9.1483328087165,2013,1989,f,B.Tech/B.E.,Tier2College,mechanical engineering,CityTier1,150000
493,62.0,60.2,70.0,6.608980221653689,3.914099489639058,7.87239476343286,8.472776186482049,2013,1990,m,B.Tech/B.E.,Tier2College,electronics & telecommunications,CityTier0,45000
252,87.0,92.0,63.96,6.983472630955661,5.279530221976265,6.17017732819596,6.494136556341179,2009,1988,m,B.Tech/B.E.,Tier2College,electrical engineering,CityTier1,160000
517,76.2,65.2,69.1,6.623325529605115,5.905644714997233,7.659534305288756,0.0,2013,1991,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,110000
1460,76.8,85.36,69.0,6.758068816420035,4.356883723790198,8.923039340876535,9.936480544582476,2012,1990,f,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,3500000
1657,91.2,80.0,79.42,5.924933207591429,8.446781036709094,6.595787206164848,6.694231609799194,2014,1992,m,B.Tech/B.E.,Tier1College,electronics and communication engineering,CityTier1,325000
2520,92.3,95.0,80.0,8.507903283914448,5.843402201315871,9.234057673303056,8.472776186482049,2013,1992,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,485000
480,74.0,63.0,63.2,5.999033533002491,4.771259915144807,7.87239476343286,9.769936529076755,2012,1988,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,300000
2005,83.2,72.2,64.09,6.988454841506805,6.073971591957204,8.923039340876535,9.097490181170157,2011,1989,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier1,320000
1701,81.2,78.0,70.0,5.562311495159168,4.108128881510177,7.1689670105153285,9.216031476346016,2013,1991,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,120000
1009,77.2,80.3,63.54,6.116801626657277,3.23725634876714,7.607457333525799,5.716538783071326,2012,1990,f,B.Tech/B.E.,Tier2College,information technology,CityTier1,360000
1109,72.0,80.75,68.26,6.748866930417807,6.389042612064195,9.361751740525657,9.89443969632064,2014,1992,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,320000
1876,78.5,71.0,75.0,5.205770801893936,3.2747340589067213,8.221388201068189,9.12374071208894,2010,1984,f,B.Tech/B.E.,Tier2College,electronics & telecommunications,CityTier0,610000
282,75.38,72.0,68.75,6.335542207243906,4.263819713460001,9.098479885408455,6.880606158633483,2011,1990,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,500000
499,93.2,91.4,84.0,7.548840044270189,6.915375391994097,8.085144183257643,8.630307343247749,2014,1992,m,B.Tech/B.E.,Tier1College,mechanical engineering,CityTier0,450000
2957,84.14,69.67,71.9,8.119313118378372,5.809475496525856,8.723392442731987,7.43406805651266,2013,1990,m,B.Tech/B.E.,Tier1College,information technology,CityTier0,550000
2270,76.8,64.0,70.44,8.66349240040501,4.974420463629097,9.361751740525657,7.787296369728179,2013,1992,m,B.Tech/B.E.,Tier2College,electrical engineering,CityTier0,180000
2179,90.0,89.0,72.0,6.931990001158901,4.726142163192523,7.02128604581441,5.951033612501707,2013,1991,f,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier1,200000
1265,70.4,53.6,76.5,8.070031665138265,4.912715981061305,10.0,9.761665148551996,2013,1988,f,MCA,Tier2College,computer application,CityTier1,180000
1314,69.0,93.6,78.3,8.333032107362973,4.703560228740084,8.723392442731987,8.247318021858106,2014,1993,f,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,325000
823,69.0,74.0,74.0,7.7536085904542755,5.788107975158336,7.87239476343286,9.986942215063465,2013,1991,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,220000
1033,80.0,71.0,74.97,4.258434844016172,4.787154891471438,5.940994237111227,8.180260222936948,2012,1989,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,450000
1400,84.0,68.0,71.0,6.0799179513010895,4.314963413884278,8.510643022907205,8.247318021858106,2013,1992,f,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,225000
733,76.5,81.8,76.4,8.00193148418611,5.59598475066101,8.936141862556768,9.956599140815111,2014,1992,m,B.Tech/B.E.,Tier1College,computer science & engineering,CityTier1,325000
1516,88.67,86.8,74.94,7.528043261494114,6.201700178318883,7.02128604581441,0.0,2013,1992,f,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,325000
505,87.0,78.0,68.0,7.309299140270735,3.325585685297915,8.396828745600105,6.880606158633483,2011,1989,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,325000
174,93.33,76.66,72.0,7.037366333322032,7.029837668326877,8.936141862556768,0.0,2014,1991,m,B.Tech/B.E.,Tier1College,Other,CityTier0,335000
2865,87.0,80.0,84.0,8.207358930765723,4.787154891471438,9.574501160350437,6.782986290653876,2015,1994,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,570000
2940,77.0,70.0,70.37,6.952738085265887,4.667665867306155,7.344296516727922,8.35408998481496,2012,1990,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier1,400000
17,86.0,89.0,73.9,7.99375799181369,5.850780913730554,8.936141862556768,9.769936529076755,2014,1992,f,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,210000
1071,54.6,49.6,61.38,6.062460352433451,4.157935190309291,7.446784885463973,8.916917127219632,2014,1993,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,180000
473,93.4,89.4,75.4,5.798908813724236,7.102471868658919,8.085144183257643,7.787296369728179,2014,1991,m,B.Tech/B.E.,Tier2College,electronics and electrical engineering,CityTier0,325000
636,71.6,71.0,60.38,3.6875469494806814,4.507932115845785,8.221388201068189,9.12374071208894,2010,1988,m,B.Tech/B.E.,Tier2College,electronics and electrical engineering,CityTier1,240000
2725,87.3,82.0,72.0,5.9637464094822334,4.668880280391072,6.818085921451493,8.679367345939628,2012,1990,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,430000
2916,67.4,62.3,64.5,5.220321080656385,4.426735534649204,9.800131025216803,5.622762247257629,2010,1986,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,350000
2880,79.0,80.6,74.2,5.684639694631346,5.159672262190248,8.085144183257643,8.247318021858106,2014,1992,m,B.Tech/B.E.,Tier1College,electronics and communication engineering,CityTier1,320000
672,68.0,62.8,70.1,7.4824748003534145,4.099089958802189,9.098479885408455,6.888065652788982,2010,1986,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,180000
2287,89.5,94.9,72.95,7.816329890926344,6.314732829121319,8.221388201068189,9.803455415588797,2012,1991,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,150000
204,76.0,66.66,65.0,5.223174681308457,4.190755088237102,5.7446784885463975,5.62870305338198,2015,1993,m,B.Tech/B.E.,Tier2College,mechanical engineering,CityTier0,250000
189,87.33,82.46,73.83,7.840934807917587,6.776747832503228,8.923039340876535,9.978515982601955,2012,1990,m,B.Tech/B.E.,Tier2College,mechanical engineering,CityTier0,440000
1930,65.0,66.0,64.0,6.155113180762635,5.5169710385537725,9.44936097447229,8.000644306862371,2010,1988,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,450000
1648,78.6,82.6,70.0,6.273121464091673,5.098905490991822,9.787250580175218,5.62870305338198,2014,1993,m,B.Tech/B.E.,Tier2College,mechanical engineering,CityTier0,180000
279,61.0,61.8,62.2,7.299384129687749,4.603824632601611,8.396828745600105,8.35408998481496,2012,1988,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,200000
1420,78.0,80.9,65.0,6.856210577473463,3.875453483367153,8.723392442731987,9.344101503370943,2013,1991,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,180000
31,85.0,81.0,76.7,8.210896633281479,4.547577322757179,9.14889128238155,8.113578035841693,2013,1992,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier1,330000
1074,85.0,94.0,78.0,6.805345179078468,6.05855315747402,7.87239476343286,0.0,2014,1992,f,B.Tech/B.E.,Tier1College,electronics and communication engineering,CityTier1,300000
1749,94.43,65.2,61.2,8.24508182523427,6.266586730615508,8.297893603082423,9.21165425526402,2014,1992,m,B.Tech/B.E.,Tier1College,computer science & engineering,CityTier0,330000
364,89.0,85.0,76.0,5.762922400329992,3.086238701346615,7.8706181503236765,6.189291455500042,2013,1990,f,B.Tech/B.E.,Tier2College,information technology,CityTier0,200000
1442,92.93,91.0,72.55,6.449051031370068,5.991791182438664,7.475876925126861,9.12374071208894,2012,1990,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,585000
240,81.0,77.0,82.9,6.771285253622784,4.72397466642071,8.221388201068189,7.816689276412827,2011,1990,f,B.Tech/B.E.,Tier2College,information technology,CityTier0,380000
2097,52.0,65.8,64.8,6.002515025907016,1.4297485088851996,7.02128604581441,9.881905474837652,2014,1992,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,200000
2027,79.0,76.4,65.0,8.894131812379255,5.476403492590542,8.085144183257643,0.0,2012,1989,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,310000
2172,62.0,58.0,59.0,6.611370630491796,3.290936481583964,8.572269290132025,6.147684166659931,2012,1989,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,180000
1221,78.6,80.0,69.29,5.9585442266898205,5.490423046178442,6.808536625989629,7.120075930921402,2014,1993,m,B.Tech/B.E.,Tier2College,electronics and electrical engineering,CityTier0,305000
214,73.0,77.0,79.67,6.899844622162038,5.269568960216442,8.396828745600105,6.147684166659931,2013,1992,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,410000
2641,68.0,70.0,64.0,7.565407889382651,4.548269077046055,9.14889128238155,5.400518326618959,2013,1991,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,95000
2113,61.0,77.0,66.0,6.692468931970354,3.6997171493574377,8.046058694855594,7.254707901895173,2011,1989,m,B.Tech/B.E.,Tier2College,information technology,CityTier1,60000
1019,72.8,65.4,70.59,5.248285704815474,4.469931746910164,6.993526465983411,8.724182578482786,2013,1991,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,345000
1396,48.0,63.6,58.0,6.857291037215349,4.410133431716166,6.993526465983411,9.55427881347373,2012,1986,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,180000
2710,71.0,73.0,69.2,6.082445836891971,2.196642685851319,8.046058694855594,6.782986290653876,2013,1991,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,120000
2779,66.0,62.0,75.0,7.488177702783239,2.10665313902724,8.607357399038408,7.816689276412827,2013,1989,m,MCA,Tier2College,computer application,CityTier0,250000
457,71.0,64.0,81.0,2.0413784977931573,4.535048883969748,0.8511087176184498,7.43406805651266,2013,1992,f,B.Tech/B.E.,Tier2College,information technology,CityTier1,145000
2753,84.0,67.0,65.05,6.084812819931942,5.747740269323003,7.51973706125984,9.204617175030974,2011,1986,m,B.Tech/B.E.,Tier2College,mechanical engineering,CityTier0,150000
2744,89.0,82.0,72.0,8.068166413401316,7.419679640902662,8.085144183257643,9.21165425526402,2014,1992,f,B.Tech/B.E.,Tier1College,Other,CityTier0,450000
612,66.0,65.0,57.0,5.860823228836366,2.8741929533296435,6.116434781643145,7.692279048332249,2013,1991,m,B.Tech/B.E.,Tier2College,electronics & telecommunications,CityTier0,180000
922,78.0,68.0,63.5,6.572398261842425,4.2368566685113445,8.085144183257643,9.21165425526402,2014,1992,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,205000
1123,79.4,67.6,65.02,7.180118774605264,5.736564594478264,8.046058694855594,8.180260222936948,2012,1991,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,405000
2558,87.0,92.0,78.0,6.846691186160864,6.410871302957633,8.297893603082423,6.880606158633483,2013,1992,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,500000
1414,88.6,91.0,89.0,8.509253356742573,6.875284387874316,9.361751740525657,8.247318021858106,2013,1992,m,B.Tech/B.E.,Tier2College,electronics and electrical engineering,CityTier0,325000
2305,83.56,65.56,83.22,5.225169389429971,3.580089774334379,8.723392442731987,9.21165425526402,2014,1993,f,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,105000
2852,78.2,66.0,71.2,8.708821290833502,5.846753366537539,9.14889128238155,6.694231609799194,2013,1991,m,B.Tech/B.E.,Tier2College,electronics & telecommunications,CityTier0,325000
2808,84.8,84.0,73.66,6.858656594963988,5.119043226956896,7.51973706125984,9.711017769752017,2011,1990,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,350000
2919,90.4,88.2,77.9,6.243257841702011,6.853947611141855,8.723392442731987,9.769936529076755,2014,1992,f,B.Tech/B.E.,Tier2College,information technology,CityTier1,305000
2598,59.3,60.4,67.1,7.798013050321052,5.173184529299637,7.8706181503236765,8.000644306862371,2011,1989,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,435000
627,87.8,85.4,69.3,8.049162236975725,6.674629527147513,8.747709834663942,8.472776186482049,2011,1989,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,365000
793,83.6,85.4,73.3,7.541542608847314,6.971884031236549,9.787250580175218,9.761665148551996,2013,1992,m,B.Tech/B.E.,Tier1College,computer engineering,CityTier1,325000
858,69.2,77.4,76.72,5.408050005222616,6.36289429994466,8.297893603082423,9.99876960488322,2014,1991,m,MCA,Tier2College,computer application,CityTier1,350000
2051,58.9,65.25,71.7,6.049385719297552,2.787093402201316,8.923039340876535,5.716538783071326,2010,1981,m,MCA,Tier2College,computer application,CityTier0,110000
2903,62.6,74.6,68.88,6.726886316074231,3.1954590174014634,7.446784885463973,8.113578035841693,2013,1992,f,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,315000
1323,65.0,75.0,62.0,7.32889701386303,4.581534772182255,8.133667928802229,6.147684166659931,2012,1989,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,195000
601,89.0,59.0,65.6,7.242275999041696,3.1037938879665496,9.098479885408455,6.147684166659931,2010,1989,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,480000
1095,79.14,70.2,76.0,8.07852096917781,4.478032958248785,9.14889128238155,6.037231293813038,2014,1992,f,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,115000
2353,72.0,55.0,61.0,6.054270207003548,4.931039783557769,8.085144183257643,6.644029520946421,2013,1990,m,B.Tech/B.E.,Tier2College,mechanical engineering,CityTier0,240000
1706,78.0,86.67,77.55,7.036589145729852,4.976142163192523,8.046058694855594,9.55427881347373,2010,1989,f,B.Tech/B.E.,Tier2College,instrumentation and control engineering,CityTier1,150000
2712,70.14,75.2,80.9,7.177250114780655,6.318299206788416,7.659534305288756,0.0,2013,1992,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,250000
53,93.0,89.0,83.0,5.851681161796304,3.3341019492098627,7.234035465639192,8.113578035841693,2014,1993,f,B.Tech/B.E.,Tier2College,information technology,CityTier0,150000
2625,90.4,65.0,80.3,6.239711142614386,7.139749738670602,7.344296516727922,6.147684166659931,2012,1990,m,B.Tech/B.E.,Tier2College,electrical engineering,CityTier1,375000
1787,82.6,81.4,80.22,6.789933193345375,7.366491422246817,6.382926748020742,8.916917127219632,2014,1992,m,B.Tech/B.E.,Tier1College,electronics and communication engineering,CityTier1,350000
2411,90.0,89.26,71.0,8.248164805718279,5.969993236180287,8.085144183257643,8.916917127219632,2013,1991,f,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,325000
928,83.6,79.6,87.6,6.217644481845082,5.205035971223022,8.396828745600105,0.0,2011,1989,m,B.Tech/B.E.,Tier2College,biotechnology,CityTier0,215000
2954,87.0,89.0,86.4,6.734242402784121,6.103394207710754,7.695177605791759,8.96830481918268,2011,1990,f,B.Tech/B.E.,Tier2College,information technology,CityTier0,520000
1572,68.6,65.6,69.71,7.56135114560981,5.820389841972577,9.273920429940372,8.000644306862371,2011,1987,m,MCA,Tier2College,computer application,CityTier0,440000
2749,78.53,74.14,63.23,6.928640441468373,6.095831027485704,9.624801519004206,8.679367345939628,2011,1988,f,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,370000
2471,73.4,82.8,74.28,7.399677845019166,3.276409641517555,8.723392442731987,5.29420115903512,2013,1991,f,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,85000
2889,88.6,91.2,77.0,6.604068813917787,6.496095431347229,7.446784885463973,9.12374071208894,2013,1991,m,B.Tech/B.E.,Tier1College,electronics and communication engineering,CityTier0,395000
1862,84.0,86.0,65.59,7.754439402147253,6.437926581811474,7.446784885463973,5.779801426984724,2013,1992,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,335000
2147,80.04,56.04,60.48,8.310528397669382,5.280514050298224,9.14889128238155,7.43406805651266,2015,1993,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,120000
952,81.0,85.0,82.2,7.480446393411214,6.934375576461907,8.510643022907205,7.692279048332249,2013,1990,m,B.Tech/B.E.,Tier1College,electronics and communication engineering,CityTier1,350000
167,65.0,50.0,73.14,5.618994632535273,5.125745557400234,7.659534305288756,8.96830481918268,2013,1989,m,MCA,Tier2College,computer application,CityTier1,240000
68,89.44,75.33,68.69,7.838531286844723,3.945028592510607,8.297893603082423,8.520833759269081,2013,1991,f,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,200000
1951,83.6,74.8,88.6,5.863990139654111,5.952438049560352,8.133667928802229,9.097490181170157,2012,1990,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier1,400000
429,79.0,71.0,79.0,8.761297241693255,6.001798561151079,7.446784885463973,7.43406805651266,2014,1992,f,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,300000
1053,54.0,63.0,63.0,6.189049477752398,1.7666789645206913,8.396828745600105,5.716538783071326,2012,1990,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,150000
1373,88.0,78.0,54.0,5.523631690685675,6.43675828567915,7.344296516727922,8.000644306862371,2010,1988,m,B.Tech/B.E.,Tier1College,computer engineering,CityTier1,325000
2007,85.2,64.0,69.0,7.934833408525595,4.124023857836807,8.936141862556768,5.400518326618959,2014,1992,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,240000
382,79.6,73.2,66.96,5.946187909210732,6.354347291397652,7.659534305288756,6.694231609799194,2014,1991,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,510000
806,94.4,87.0,80.9,6.558303741311768,5.775318206972884,7.695177605791759,8.279205590293623,2012,1990,f,B.Tech/B.E.,Tier2College,electronics & telecommunications,CityTier1,450000
1882,74.0,81.0,71.64,8.553765509422881,2.976557215765849,8.085144183257643,9.89443969632064,2013,1990,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,95000
2876,69.4,63.4,76.4,8.236220616084077,5.461184898235257,8.723392442731987,5.724205866525998,2014,1992,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,185000
1671,78.6,70.2,73.04,6.733028388878438,5.124730984443215,7.344296516727922,7.442073260113761,2013,1992,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,420000
1100,83.6,73.4,61.8,9.36403070604958,4.52860788292443,6.595787206164848,9.557404523493036,2014,1992,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,315000
2258,77.0,82.0,83.0,5.592810882383479,4.390410748324418,6.382926748020742,0.0,2013,1990,m,MCA,Tier2College,computer application,CityTier0,240000
2720,83.66,80.0,75.22,8.830354763417462,6.138996495111603,8.297893603082423,8.472776186482049,2012,1990,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,325000
1550,74.0,84.0,64.0,6.174404527287946,5.611018877205928,7.87239476343286,6.694231609799194,2013,1992,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,65000
287,78.0,85.0,73.0,6.692154516730584,2.962337822050052,8.396828745600105,0.0,2010,1988,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,180000
2822,74.18,73.0,71.19,5.050001964778483,3.241037938879665,7.695177605791759,5.29420115903512,2012,1990,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,110000
2043,85.67,75.67,66.67,6.756926233141277,4.306554756195045,8.572269290132025,8.679367345939628,2011,1990,f,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,250000
753,64.0,69.2,71.8,6.854593550386768,4.238470761852057,7.446784885463973,9.097490181170157,2014,1992,f,B.Tech/B.E.,Tier2College,information technology,CityTier0,240000
1594,88.0,92.3,90.0,7.299346061254759,4.553987579167434,8.085144183257643,7.468316485705294,2014,1992,m,B.Tech/B.E.,Tier2College,Other,CityTier1,275000
2228,79.0,76.0,68.0,6.660788036098649,4.082226526471131,7.02128604581441,8.113578035841693,2013,1993,m,B.Tech/B.E.,Tier2College,information technology,CityTier1,350000
1220,80.64,76.5,65.9,6.68762193136368,5.737763635245649,8.297893603082423,9.1483328087165,2014,1992,m,B.Tech/B.E.,Tier2College,mechanical engineering,CityTier0,100000
1210,80.6,65.2,64.34,6.751347909404281,6.135922031605485,7.234035465639192,9.55427881347373,2013,1991,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,300000
951,78.0,72.0,74.6,7.28916355604969,5.265556785340959,7.446784885463973,8.000644306862371,2014,1992,f,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,65000
1757,75.6,68.6,70.46,5.548316779129237,4.654184344831827,7.1689670105153285,7.766429814989993,2012,1990,m,B.Tech/B.E.,Tier2College,biotechnology,CityTier0,100000
316,87.0,82.0,74.0,7.219687321531041,6.784787554571728,7.446784885463973,9.927751693564865,2013,1990,m,B.Tech/B.E.,Tier1College,electronics and communication engineering,CityTier1,500000
2385,77.2,79.8,74.0,5.964395123170192,4.167696611941216,7.87239476343286,7.254707901895173,2012,1991,m,B.Tech/B.E.,Tier1College,computer science & engineering,CityTier0,180000
944,90.8,88.0,81.5,7.937231599537328,4.9371579659349445,9.361751740525657,9.910729581042313,2013,1992,f,B.Tech/B.E.,Tier2College,electrical engineering,CityTier0,360000
2512,84.8,85.8,67.0,5.798347992823612,5.765295455942938,7.8706181503236765,6.147684166659931,2012,1989,m,B.Tech/B.E.,Tier2College,electronics and electrical engineering,CityTier1,180000
2252,74.33,77.0,76.0,6.518137020038422,4.538799729447212,8.747709834663942,9.216031476346016,2011,1989,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,240000
2990,69.3,89.6,74.0,6.949945784547097,4.382555494066286,6.993526465983411,8.35408998481496,2012,1989,m,MCA,Tier2College,computer application,CityTier0,500000
686,70.0,75.0,68.0,7.845684064925163,5.294010945090082,8.723392442731987,9.557404523493036,2014,1991,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier1,325000
748,65.0,66.0,60.23,6.477729106973294,4.280975219824142,8.572269290132025,7.629954711451254,2011,1989,m,B.Tech/B.E.,Tier2College,information technology,CityTier1,360000
392,85.0,64.0,65.0,7.614870583752208,4.777162885076554,9.273920429940372,7.679658112964829,2012,1990,m,B.Tech/B.E.,Tier2College,mechanical engineering,CityTier0,435000
2771,76.64,61.16,61.48,7.569123162952319,4.151355838406198,9.14889128238155,5.205229723470692,2014,1992,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,120000
2243,87.0,71.0,68.0,8.887174625600645,4.210938941154768,9.361751740525657,9.21165425526402,2014,1990,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,180000
