,Gender,10percentage,10board,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary,Year of Birth,personality score,aptitude score
546,m,77.0,state board - west bengal board of secondary education : wbbse,74.0,state board - west bengal council of higher secondary education : wbchse,2,B.Tech/B.E.,computer science & engineering,82.0,0,West Bengal,2013,5.467625899280575,3.8333333333333335,5.0,8.724182578482786,7.073158305879155,7.364956286427978,4.772720551267264,3.171545325660912,-0.0943,300000,1989,6.509822454478372,4.766986410871303
547,m,62.0,cbse,61.0,cbse,1,M.Tech./M.E.,computer science & engineering,72.0,0,Punjab,2012,5.683453237410072,6.333333333333333,3.641025641025641,7.43406805651266,8.292803043168155,8.664654454621148,7.954632833525567,3.171545325660912,0.2889,360000,1987,7.93513625141349,5.219270737256349
548,f,75.0,cbse,73.0,cbse,2,B.Tech/B.E.,electronics and electrical engineering,65.0,0,Orissa,2013,2.5899280575539567,3.6666666666666665,1.7307692307692308,0.0,8.78052508236253,7.364956286427978,4.772720551267264,3.594529230256026,0.8637,80000,1992,6.830918172450436,2.6624546516632845
549,m,66.0,state board,68.0,state board,2,B.Tech/B.E.,mechanical engineering,69.7,0,Uttarakhand,2013,5.251798561151079,6.083333333333333,3.58974358974359,5.652461887682721,4.52501443467038,6.3466642381348874,6.509478602904208,8.530064214827789,0.3444,180000,1990,4.712773265220422,4.974958494742667
550,f,91.84,karnataka secondary education examination board,78.0,department of pre-university education,2,B.Tech/B.E.,computer engineering,66.11,1,Karnataka,2010,5.107913669064748,6.166666666666667,4.166666666666667,9.216031476346016,7.215297354209829,8.376353039134056,8.011711471919083,1.3761988157785001,-0.2875,335000,1988,8.056790762371117,5.147082334132694
551,m,87.0,cbse,70.0,cbse,2,B.Tech/B.E.,information technology,62.0,0,Haryana,2013,7.625899280575539,6.0,5.769230769230769,8.113578035841693,5.609822368644499,6.498490840965863,5.454558897465471,4.86314736052039,-0.4776,300000,1991,5.674931186638861,6.465043349935436
552,m,73.2,cbse,60.8,cbse,2,MCA,computer application,67.0,0,Uttarakhand,2011,3.5251798561151078,4.166666666666667,4.038461538461538,8.520833759269081,3.8031110960160306,5.9407524979184005,3.504717120634076,5.688099407889251,0.6603,80000,1988,4.390120326669814,3.9101026870811046
553,m,70.6,cbse,78.67,state board,2,B.Tech/B.E.,electronics and communication engineering,75.84,1,Karnataka,2014,5.755395683453237,4.833333333333333,5.0,5.266037422412375,7.561050164725062,7.798189009159034,5.0,3.171545325660912,-0.8608,300000,1992,6.796923462055796,5.196243005595523
554,m,87.2,state board,71.67,state board,2,B.Tech/B.E.,information science engineering,74.55,0,Karnataka,2013,2.0863309352517985,4.583333333333333,4.487179487179487,6.782986290653876,9.512277960805623,9.314503538717736,8.86375062845651,4.017346343090651,1.6302,180000,1991,8.418296446222303,3.7189479185882064
555,m,68.6,bseb,69.4,bseb,2,B.Tech/B.E.,electronics and communication engineering,78.0,0,West Bengal,2013,3.597122302158273,5.0,5.833333333333333,5.29420115903512,4.878069490201406,6.498490840965863,3.409191730991039,3.8058543907930944,0.6721,300000,1992,5.244974417841304,4.8101518784972015
556,m,56.16,state board,54.08,state board,2,B.Tech/B.E.,electronics and communication engineering,61.28,0,Uttar Pradesh,2012,4.100719424460432,5.0,3.0128205128205128,8.247318021858106,7.80491118432225,8.014805370524563,7.500073936060094,5.708948377950128,-0.2859,200000,1989,6.902710528239195,4.0378466457603155
557,m,87.0,cbse,73.0,cbse,2,B.Tech/B.E.,information technology,75.0,0,Orissa,2012,7.266187050359712,3.3333333333333335,4.410256410256411,7.816689276412827,4.328023638895493,7.564529558701082,6.080205837991306,4.9041781336002,0.0284,325000,1990,5.76714522549692,5.003258931316485
558,m,58.0,state board,66.4,state board,2,B.Tech/B.E.,electronics and communication engineering,66.0,0,Uttarakhand,2012,2.2302158273381294,4.333333333333333,6.089743589743589,0.0,8.051489318343918,8.696398834304745,6.079022861029782,3.044450004169794,0.7906,370000,1990,7.445615252377162,4.217764250138351
559,m,91.0,cbse,83.6,cbse,2,B.Tech/B.E.,computer science & engineering,76.2,0,Uttar Pradesh,2014,6.258992805755396,6.083333333333333,7.371794871794871,8.520833759269081,7.80491118432225,6.281874479600333,5.909117794930943,2.7487282128262858,-1.244,350000,1992,6.81179381150681,6.571373670294534
560,f,68.0,0,65.0,0,2,B.Tech/B.E.,information technology,74.0,0,Orissa,2011,5.107913669064748,4.166666666666667,5.1923076923076925,6.711875165159898,5.902931087185409,7.970441298917569,7.797149025522727,7.060128429655576,-0.1295,500000,1989,6.152598245492532,4.82229600934637
561,m,70.2,cbse,63.4,cbse,2,B.Tech/B.E.,electronics and communication engineering,65.88,0,Uttar Pradesh,2013,4.100719424460432,5.833333333333333,3.4615384615384617,6.037231293813038,8.78052508236253,8.881270815986678,9.318309525921983,5.285964473355016,0.6721,200000,1990,7.923535237729043,4.465197073110742
562,m,66.85,state board,59.11,state board,2,B.Tech/B.E.,information technology,82.1,1,West Bengal,2013,4.892086330935252,7.75,6.410256410256411,8.96830481918268,7.073158305879155,7.364956286427978,5.0,3.8058543907930944,-0.6692,335000,1990,6.40806505037851,6.350780913730554
563,m,82.67,ssc,90.1,board of intermediate education,2,B.Tech/B.E.,electronics and communication engineering,76.56,1,Telangana,2012,3.381294964028777,4.0,6.089743589743589,8.472776186482049,8.527663621234248,9.39113238967527,8.440984236831987,4.5122174964556745,0.7788,410000,1989,7.961890687821457,4.490346184590789
564,m,86.0,cbse,87.0,cbse,2,B.Tech/B.E.,electronics and electrical engineering,67.77,0,Jharkhand,2014,4.388489208633094,6.833333333333333,6.987179487179487,9.692429867088327,9.512277960805623,9.097887177352208,9.091030077189245,3.171545325660912,0.8637,450000,1990,8.63241247242154,6.069667343048638
565,f,56.78,rajasthan board,48.34,rajasthan board,2,B.Tech/B.E.,information technology,66.34,0,Rajasthan,2011,2.2302158273381294,4.316666666666666,5.1923076923076925,5.951033612501707,5.640389905919912,7.564529558701082,6.509478602904208,2.5522475189725626,0.6603,200000,1990,6.79053763713816,3.913063395437496
566,m,77.8,icse,60.6,cbse,2,B.Tech/B.E.,computer science & engineering,62.9,0,Karnataka,2013,6.618705035971223,7.583333333333333,4.871794871794871,9.323844735948793,7.561050164725062,9.314503538717736,6.818235589861887,2.3257443082311733,-0.4776,120000,1989,7.8420112462683775,6.357944413699809
567,f,84.4,state board,79.8,state board,2,B.Tech/B.E.,electronics and communication engineering,75.15,0,Madhya Pradesh,2013,3.741007194244604,5.583333333333333,4.230769230769231,0.0,6.829297286281967,7.798189009159034,6.590956141129151,4.651655408222834,0.4805,105000,1991,6.64169675708683,4.518369919449056
568,m,64.0,state board,77.0,state board,2,B.Tech/B.E.,electronics and communication engineering,66.0,0,Uttar Pradesh,2014,3.237410071942446,4.583333333333333,4.871794871794871,9.959408281653387,4.878069490201406,5.632025395503748,7.7273533847928295,2.7487282128262858,0.0973,240000,1992,6.372180014417925,4.230846092356884
569,m,68.33,state board,82.4,state board,2,B.Tech/B.E.,electronics and communication engineering,69.4,1,Telangana,2014,4.9640287769784175,5.833333333333333,4.551282051282051,8.247318021858106,8.048772203919437,8.664654454621148,5.909117794930943,5.920440330247685,0.4805,120000,1992,6.67552603080596,5.116214720531267
570,m,78.2,state board,84.5,icse,2,B.Tech/B.E.,Other,72.3,0,Uttar Pradesh,2013,6.762589928057554,6.416666666666667,5.448717948717949,0.0,6.341575247087594,8.014805370524563,5.227279448732736,2.9602201651238427,-0.0943,300000,1992,6.655859975305262,6.209324847814057
571,m,75.0,cbse,70.0,cbse,2,B.Tech/B.E.,computer science & engineering,65.0,1,Rajasthan,2014,6.618705035971223,6.166666666666667,4.423076923076923,8.113578035841693,6.58543626668478,8.014805370524563,8.636471179723774,5.285964473355016,0.6721,315000,1991,6.987687085894526,5.736149541904937
572,m,69.0,state board,81.4,state board,2,B.Tech/B.E.,computer engineering,69.68,0,Madhya Pradesh,2013,3.5251798561151078,5.333333333333333,5.705128205128205,8.113578035841693,4.52501443467038,7.970441298917569,7.367876260609825,5.296188808272871,-0.6035,180000,1990,6.141785796481226,4.854547131525549
573,f,89.0,state board,95.0,state board,2,B.Tech/B.E.,computer science & engineering,83.66,1,Telangana,2013,3.597122302158273,4.833333333333333,6.410256410256411,9.323844735948793,5.853683388241687,6.281874479600333,6.818235589861887,5.074639312817947,-0.6692,300000,1992,5.969788536221491,4.946904015249339
574,m,80.0,cbse,70.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,71.0,0,Uttar Pradesh,2013,4.892086330935252,5.25,3.3974358974358974,5.622762247257629,0.7317528784430931,0.0,0.0,3.8058543907930944,-6.9925,420000,1991,1.7314746219124997,4.5131740761237165
575,f,86.0,0,75.2,0,2,B.Tech/B.E.,information technology,76.6,0,Punjab,2011,3.9568345323741005,4.0,5.705128205128205,9.323844735948793,2.2283734673776445,7.564529558701082,7.367876260609825,5.1001584521724626,-1.0774,35000,1989,5.5151552086290225,4.553987579167436
576,m,89.0,state board,92.5,state board,2,B.Tech/B.E.,computer science & engineering,87.9,0,Andhra Pradesh,2013,4.388489208633094,5.5,6.987179487179487,8.35408998481496,7.561050164725062,9.314503538717736,7.7273533847928295,3.171545325660912,-0.2859,300000,1991,7.857840440643678,5.625222898604193
577,f,78.61,0,76.33,0,2,B.Tech/B.E.,information technology,63.0,0,Maharashtra,2013,4.388489208633094,4.666666666666667,4.166666666666667,9.097490181170157,4.065652277281527,6.803314945878435,8.494661816461123,3.336168793261612,0.1864,400000,1992,6.506865061589869,4.4072741806554765
578,m,86.0,state board,92.0,state board,2,B.Tech/B.E.,electronics and communication engineering,72.0,0,Andhra Pradesh,2014,2.446043165467626,6.583333333333333,5.769230769230769,7.468316485705294,8.048772203919437,7.5815726477935055,6.363676692396416,3.171545325660912,-0.4776,320000,1993,7.205619054612112,4.932869089343909
579,m,82.0,state board,88.0,state board,2,B.Tech/B.E.,electronics and communication engineering,75.02,1,Telangana,2014,6.906474820143885,4.583333333333333,3.0128205128205128,6.037231293813038,9.024386101959719,9.097887177352208,7.272794487327359,2.7487282128262858,0.4805,270000,1992,8.16158488845325,4.834209555432577
580,f,94.4,cbse,86.8,cbse,2,B.Tech/B.E.,electrical engineering,90.3,0,Orissa,2013,6.618705035971223,5.0,6.410256410256411,9.957380715826547,5.853683388241687,7.798189009159034,5.227279448732736,3.8058543907930944,-0.2859,350000,1991,6.268324363835091,6.009653815409211
581,m,78.4,kseb,57.8,"pu board ,karnataka",2,MCA,computer application,75.89,1,Karnataka,2011,3.6690647482014387,3.316666666666667,2.6153846153846154,8.35408998481496,7.740209897089291,6.143708368026646,5.2216603081654975,5.884079726461513,0.1864,200000,1988,5.80537471170498,3.2003720100842403
582,m,86.6,0,69.6,0,2,B.Tech/B.E.,computer engineering,72.0,0,Rajasthan,2011,7.122302158273381,5.5,5.1923076923076925,8.000644306862371,7.215297354209829,8.782264779350543,6.9386034956969205,2.9442081561170874,-0.7615,2600000,1989,7.49798936828505,5.938203283527025
583,m,67.6,cgbse,50.0,cgbse,2,B.Tech/B.E.,information technology,65.0,0,Chhattisgarh,2011,3.8129496402877696,5.0,2.628205128205128,7.442073260113761,7.215297354209829,7.36157368859284,5.436370626682045,3.7281294304061374,0.8183,145000,1989,6.571278059769644,3.813718256164299
584,m,79.5,state board,71.08,state board,2,B.Tech/B.E.,computer science & engineering,65.68,0,Rajasthan,2012,3.093525179856115,5.666666666666667,5.064102564102564,6.782986290653876,6.58543626668478,8.23142173189009,8.181912282258303,6.554749395379869,0.2889,210000,1991,6.6110052213633255,4.608098136875115
585,m,60.0,uttarakhand board,53.0,uttarakhand board,2,MCA,computer application,70.0,0,Uttarakhand,2013,6.115107913669065,4.833333333333333,5.833333333333333,9.097490181170157,8.536664062765341,8.23142173189009,6.363676692396416,3.171545325660912,0.2889,180000,1989,7.490054290347735,5.593924860111911
586,m,78.0,cbse,68.5,cbse,2,B.Tech/B.E.,electronics and communication engineering,69.0,0,Himachal Pradesh,2014,6.474820143884892,5.166666666666667,6.089743589743589,8.247318021858106,5.121930509798593,6.065258118234804,6.818235589861887,1.9029271953965472,-2.7769,300000,1992,6.525624255624684,5.910410133431715
587,m,76.0,cbse,72.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,67.8,1,Karnataka,2013,5.899280575539568,5.5,6.602564102564102,7.468316485705294,8.292803043168155,8.44803809325562,8.636471179723774,1.9029271953965472,1.0554,405000,1991,8.36859628018775,6.000614892701223
588,f,84.0,icse,87.83,icse,2,B.Tech/B.E.,information technology,74.0,1,Delhi,2014,5.755395683453237,5.5,4.487179487179487,8.180260222936948,8.78052508236253,8.664654454621148,7.0455150385946235,2.3257443082311733,-0.2859,100000,1992,8.041237566836783,5.247525056877575
589,m,58.6,ssc,60.4,sbtet,2,B.Tech/B.E.,mechanical engineering,72.8,1,Telangana,2013,2.8776978417266186,2.4166666666666665,2.4358974358974357,7.072003927487935,3.2781985531365687,7.868963363863448,7.528908999497234,4.316237177883412,-1.0774,200000,1992,6.089958434653459,2.5767539814302403
590,m,83.89,cbse,67.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,80.07,0,Punjab,2014,3.741007194244604,6.583333333333333,5.961538461538462,7.1851351053121775,10.0,7.5815726477935055,7.954632833525567,0.8456342256692514,0.4805,200000,1991,8.672642813912455,5.428626329705466
591,f,78.67,state board,76.0,state board,2,B.Tech/B.E.,information technology,72.14,0,Uttar Pradesh,2014,3.093525179856115,4.583333333333333,3.9743589743589745,9.99482826832711,6.58543626668478,8.23142173189009,8.181912282258303,4.86314736052039,-0.2859,110000,1993,7.033905730078195,3.883739162516141
592,m,89.12,state board,57.5,state board,2,B.Tech/B.E.,mechanical engineering,70.0,0,Karnataka,2014,2.8776978417266186,7.083333333333333,5.128205128205129,9.1483328087165,8.536664062765341,8.23142173189009,5.454558897465471,2.9602201651238427,-0.2859,120000,1992,7.315606131749266,5.0297454344216925
593,f,85.0,state board,70.0,state board,2,B.Tech/B.E.,computer science & engineering,73.0,0,Tamil Nadu,2015,2.7338129496402876,2.9166666666666665,2.1153846153846154,6.782986290653876,4.634208470604218,5.198792672772689,5.681838346198208,5.920440330247685,-2.5853,1025000,1993,4.898599789831858,2.5886214105638565
594,m,82.0,state board,83.0,state board,2,B.Tech/B.E.,computer science & engineering,81.0,1,West Bengal,2013,6.115107913669065,5.0,5.128205128205129,0.0,1.7073667764833744,4.332327227310574,6.818235589861887,4.017346343090651,-1.0524,240000,1991,4.710145812641296,5.41443768062473
595,m,91.0,sslc,91.0,hse,2,B.Tech/B.E.,Other,79.0,0,Kerala,2012,3.381294964028777,5.0,4.410256410256411,9.204617175030974,5.902931087185409,8.173397169025812,6.724041049300564,4.904228171128346,-0.5245,400000,1990,6.4740352835958594,4.263850458095063
596,m,67.3,icse,63.7,icse,2,B.Tech/B.E.,civil engineering,75.22,0,Uttar Pradesh,2014,3.381294964028777,5.25,3.782051282051282,5.083050880347236,8.536664062765341,8.014805370524563,7.0455150385946235,5.497456425652573,0.6721,180000,1993,7.024882011557988,4.137782082026686
597,f,55.0,cbse,62.2,cbse,2,MCA,computer application,77.0,0,Uttar Pradesh,2014,3.597122302158273,4.166666666666667,2.2435897435897436,9.769936529076757,7.317189145127873,6.7151072023313905,5.227279448732736,4.440330247685765,-2.0105,200000,1990,6.204811387126559,3.3357929041382284
598,m,77.8,cbse,79.6,cbse,1,B.Tech/B.E.,information technology,70.12,1,Delhi,2011,5.107913669064748,4.166666666666667,4.423076923076923,8.679367345939628,4.853106001426485,7.970441298917569,8.011711471919083,5.492119089316987,-0.4455,340000,1989,6.335784920736538,4.565885752936112
599,m,91.4,icse,73.0,cbse,1,B.Tech/B.E.,information technology,71.0,0,Uttar Pradesh,2014,5.39568345323741,6.083333333333333,9.038461538461538,6.189291455500042,6.58543626668478,7.857254371357202,6.012480406944073,2.5372362605287297,-1.359,350000,1991,6.979483696114331,6.839159441677427
600,m,73.0,cbse,59.0,state board,2,B.Tech/B.E.,computer science & engineering,59.0,0,Uttar Pradesh,2014,3.4532374100719423,3.1666666666666665,3.58974358974359,6.782986290653876,2.439119654926468,6.498490840965863,3.6363233076035844,2.3257443082311733,-1.6273,105000,1991,5.062047373816186,3.403215888827399
601,m,89.0,"sri kannika parameswari highier secondary school, udumalpet",59.0,"sri kannika parameswari highier secondary school, udumalpet",2,B.Tech/B.E.,electronics and communication engineering,65.6,0,Tamil Nadu,2010,1.7985611510791366,2.8333333333333335,4.67948717948718,6.147684166659931,8.002751078354787,7.970441298917569,6.724041049300564,3.7281294304061374,0.8183,480000,1989,7.242275999041696,3.1037938879665496
602,m,73.6,cbse,82.8,cbse,2,B.Tech/B.E.,computer science & engineering,74.8,0,Uttarakhand,2014,3.597122302158273,5.0,5.32051282051282,8.35408998481496,7.561050164725062,8.23142173189009,6.818235589861887,4.651655408222834,-1.4356,200000,1994,6.989763019563552,4.639211707557031
603,f,88.0,state board,67.68,state board,2,B.Tech/B.E.,electronics and communication engineering,75.0,1,Karnataka,2014,6.115107913669065,6.583333333333333,3.9743589743589745,6.694231609799194,8.78052508236253,7.148339925062449,5.454558897465471,6.343257443082312,0.4805,200000,1992,6.260041615452034,5.557600073787124
604,m,76.0,state board,64.0,state board,2,B.Tech/B.E.,computer science & engineering,68.0,0,Rajasthan,2013,4.460431654676259,4.583333333333333,3.4615384615384617,8.000644306862371,8.048772203919437,8.014805370524563,7.500073936060094,4.440330247685765,1.4386,210000,1992,7.280830315704582,4.1684344831826845
605,m,91.5,ssc,88.5,board of intermediate education,2,B.Tech/B.E.,electronics and communication engineering,67.3,0,Andhra Pradesh,2013,3.597122302158273,5.0,7.6923076923076925,6.694231609799194,4.634208470604218,5.415409034138218,5.681838346198208,3.3830372779584685,-2.3937,365000,1992,5.587104643245544,5.429809998155322
606,m,56.0,0,75.0,0,2,M.Tech./M.E.,computer engineering,70.65,0,Uttar Pradesh,2014,3.6690647482014387,1.8333333333333333,2.8846153846153846,6.380521961861803,5.11547736304045,9.594088259783513,6.9386034956969205,5.884079726461513,0.9763,240000,1990,6.441022348014842,2.7956711553833853
607,m,68.3,state board,81.3,state board,2,B.Tech/B.E.,electronics & telecommunications,76.0,0,Madhya Pradesh,2013,2.949640287769784,4.0,5.769230769230769,9.716796063596465,6.829297286281967,7.364956286427978,5.454558897465471,4.440330247685765,0.0973,175000,1990,6.3021205556224125,4.23962368566685
608,m,85.4,cbse,85.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,70.06,0,Madhya Pradesh,2012,7.410071942446043,6.916666666666667,8.461538461538462,9.803455415588797,5.3659613490473115,8.014805370524563,8.636471179723774,4.228838295388207,0.8637,500000,1989,6.947099900976861,7.596092356883723
609,m,84.2,0,87.4,0,2,B.Tech/B.E.,electronics and electrical engineering,77.0,0,Tamil Nadu,2010,1.7985611510791366,4.0,2.2435897435897436,6.147684166659931,8.002751078354787,8.173397169025812,8.011711471919083,3.336168793261612,-0.1295,570000,1989,7.712922731509517,2.6807169648896263
610,m,78.2,cbse,72.6,cbse,2,B.Tech/B.E.,computer engineering,77.0,0,Orissa,2010,5.683453237410072,4.333333333333333,5.448717948717949,8.180260222936948,5.11547736304045,8.173397169025812,6.9386034956969205,4.708197815027938,-0.1295,680000,1987,6.379820053183812,5.155168173153785
611,m,88.0,state board,90.0,state board,2,B.Tech/B.E.,Other,73.14,0,Andhra Pradesh,2014,4.60431654676259,5.0,6.987179487179487,9.956599140815113,6.341575247087594,7.798189009159034,7.500073936060094,6.131765490784755,1.4386,300000,1993,6.377018175380492,5.530498677980693
612,m,66.0,maharashtra satate board,65.0,maharashtra satate board,2,B.Tech/B.E.,electronics & telecommunications,57.0,0,Maharashtra,2013,1.0071942446043165,3.8333333333333335,3.782051282051282,7.692279048332249,5.640389905919912,5.737796627810159,5.597255493449265,3.532149111833875,-1.8673,180000,1991,5.860823228836366,2.8741929533296435
613,m,73.0,cbse,62.12,cbse,2,B.Tech/B.E.,computer science & engineering,53.0,1,Karnataka,2014,4.60431654676259,4.416666666666667,5.0,8.113578035841693,2.9268416941208435,7.364956286427978,6.363676692396416,4.228838295388207,0.0973,200000,1992,5.606659094389258,4.673661071143086
614,m,88.0,kerala state technical education,89.66,kerala state hse board,2,B.Tech/B.E.,electronics and communication engineering,76.4,0,Kerala,2012,4.748201438848921,7.416666666666667,6.602564102564102,5.622762247257629,7.280847739700437,9.188176519567026,7.153313814213467,0.7392210824785249,-0.4455,200000,1991,8.220779247750603,6.255810736026564
615,m,79.0,cbse,69.6,cbse,2,B.Tech/B.E.,computer engineering,72.0,1,Rajasthan,2011,4.244604316546763,5.333333333333333,5.448717948717949,8.000644306862371,5.640389905919912,6.7525759783513735,4.577825096856238,1.9643065632557748,-1.5513,435000,1989,6.2516211044679375,5.008885199532681
616,m,80.33,cbse,66.2,cbse,2,B.Tech/B.E.,information technology,67.6,0,Haryana,2014,3.093525179856115,5.416666666666667,4.871794871794871,6.189291455500042,7.317189145127873,8.44803809325562,7.954632833525567,4.440330247685765,0.2889,240000,1992,7.319882456055824,4.460662239439217
617,m,50.0,icse,56.0,state board,2,B.Tech/B.E.,electronics and communication engineering,62.15,1,Telangana,2013,3.237410071942446,2.25,1.1538461538461537,6.880606158633483,6.341575247087594,7.364956286427978,7.272794487327359,4.440330247685765,0.2889,190000,1991,6.634748943289291,2.213752075262866
618,f,90.83,ssc,95.1,intermediate,2,B.Tech/B.E.,civil engineering,84.01,0,Andhra Pradesh,2012,4.9640287769784175,4.333333333333333,6.217948717948718,9.81152457205473,5.3122983391638074,6.955531848459617,4.363262650459882,6.619131014927862,-0.4455,300000,1989,5.0029904557888605,5.171770276086822
619,f,85.0,ssc,92.3,ipe,2,B.Tech/B.E.,electronics and communication engineering,67.56,0,Andhra Pradesh,2011,4.9640287769784175,6.333333333333333,5.1923076923076925,8.472776186482049,6.952756172944333,7.970441298917569,6.080205837991306,4.9041781336002,0.1864,360000,1990,6.524806294063251,5.496556600873148
620,m,86.09,matriculation board,71.08,state board,2,B.Tech/B.E.,electronics and communication engineering,82.19,0,Tamil Nadu,2012,3.9568345323741005,5.0,4.038461538461538,5.622762247257629,5.378018544305947,7.767485428809325,7.367876260609825,6.276207155366524,0.4234,275000,1990,6.059293269589643,4.331765356945213
621,f,86.4,cbse,83.2,cbse,2,B.Tech/B.E.,electronics & telecommunications,74.25,0,Chhattisgarh,2012,6.258992805755396,6.833333333333333,7.17948717948718,9.716796063596465,4.878069490201406,7.148339925062449,6.363676692396416,6.766074555916937,0.8637,230000,1990,5.406002887935833,6.757271106191969
622,m,84.0,cbse,77.4,cbse,2,B.Tech/B.E.,electronics and instrumentation engineering,72.3,0,Uttar Pradesh,2014,3.5251798561151078,4.166666666666667,4.935897435897436,9.408521814143187,8.790034982848214,7.767485428809325,4.792535415372786,7.844049703944624,-0.2875,200000,1992,5.876501530771425,4.209247986226404
623,m,85.3,state board,88.3,state board,2,B.Tech/B.E.,computer science & engineering,85.0,1,Tamil Nadu,2014,2.7338129496402876,3.0,2.628205128205128,6.782986290653876,9.756138980402811,9.531119900083265,7.272794487327359,5.074639312817947,0.6721,300000,1993,7.871353513748873,2.7873393592818054
624,m,82.0,cbse,81.2,cbse,1,B.Tech/B.E.,computer science & engineering,71.67,1,Delhi,2013,5.755395683453237,7.416666666666667,9.615384615384615,8.113578035841693,5.609822368644499,8.881270815986678,7.272794487327359,2.3257443082311733,0.8637,350000,1990,7.359535840931841,7.595815655168174
625,m,84.83,cbse,78.43,cbse,1,B.Tech/B.E.,computer science & engineering,70.66,0,Uttar Pradesh,2014,5.611510791366906,5.75,6.858974358974359,9.761665148551995,7.80491118432225,8.881270815986678,9.091030077189245,1.6914352430989907,-0.6692,785000,1991,8.521444208599796,6.073495050113755
626,m,86.0,karnataka education board (keeb),84.0,pu board karnataka,2,B.Tech/B.E.,electronics and communication engineering,81.0,0,Karnataka,2012,3.381294964028777,4.666666666666667,5.32051282051282,6.147684166659931,8.527663621234248,9.594088259783513,8.87025700174489,6.080226836794261,-1.1169,460000,1990,7.727945511492097,4.4561581504027545
627,m,87.8,0,85.4,0,2,B.Tech/B.E.,electronics and communication engineering,69.3,0,Rajasthan,2011,5.39568345323741,7.0,7.628205128205129,8.472776186482049,7.740209897089291,8.782264779350543,8.226421790435632,2.5522475189725626,0.5024,365000,1989,8.049162236975725,6.674629527147513
628,f,83.66,state board,89.4,state board,2,B.Tech/B.E.,electronics and communication engineering,74.77,0,Telangana,2014,5.107913669064748,5.75,4.67948717948718,7.468316485705294,7.561050164725062,8.881270815986678,6.818235589861887,5.074639312817947,1.0554,200000,1993,7.04647931443892,5.179133616183976
629,f,74.6,cbse,74.6,cbse,2,B.Tech/B.E.,computer engineering,66.0,0,Uttar Pradesh,2012,3.9568345323741005,2.5,5.064102564102564,6.711875165159898,6.690384811330368,8.376353039134056,6.9386034956969205,7.452139104328246,-0.2875,150000,1990,6.1383005604582745,3.8403123654922218
630,m,86.0,state board,62.6,state board,2,B.Tech/B.E.,electronics and communication engineering,65.12,0,Gujarat,2014,4.60431654676259,4.25,3.58974358974359,7.468316485705294,7.317189145127873,7.798189009159034,8.636471179723774,2.3257443082311733,-0.0943,300000,1992,7.856526256444878,4.14802004550206
631,m,74.0,cbse,79.8,cbse,2,B.Tech/B.E.,electronics and electrical engineering,93.3,1,Karnataka,2013,4.60431654676259,6.083333333333333,7.6923076923076925,8.792293274569527,6.097544407838875,7.5815726477935055,4.318161653801792,4.440330247685765,-0.6692,460000,1991,5.889237115437102,6.126652524134538
632,f,70.0,cbse,70.0,cbse,2,B.Tech/B.E.,civil engineering,65.0,0,Himachal Pradesh,2014,4.244604316546763,4.333333333333333,3.782051282051282,8.398599428660006,6.58543626668478,9.097887177352208,8.86375062845651,2.9602201651238427,1.6302,110000,1993,7.896713476842413,4.119996310643792
633,f,72.8,cbse,65.6,cbse,2,B.Tech/B.E.,electronics and electrical engineering,70.0,0,Orissa,2013,5.251798561151079,4.583333333333333,3.3333333333333335,5.560946298150372,8.78052508236253,8.44803809325562,7.954632833525567,2.5372362605287297,0.6721,240000,1991,8.161489937153746,4.389488409272582
634,f,91.8,cbse,89.6,cbse,2,B.Tech/B.E.,electronics and electrical engineering,84.3,1,Tamil Nadu,2012,7.841726618705036,6.666666666666667,6.217948717948718,7.692279048332249,4.52501443467038,9.188176519567026,3.9339898855469784,7.35406554916187,0.1864,305000,1990,5.073278822655628,6.908780667773474
635,m,62.0,cbse,62.0,cbse,2,B.Tech/B.E.,information technology,63.0,0,Madhya Pradesh,2011,4.244604316546763,3.3333333333333335,3.782051282051282,5.951033612501707,6.690384811330368,8.985220649458784,6.9386034956969205,2.9442081561170874,-0.1295,350000,1987,7.417500200092246,3.78666297731046
636,m,71.6,ssc,71.0,hsc,2,B.Tech/B.E.,electronics and electrical engineering,60.38,1,Maharashtra,2010,4.100719424460432,3.3333333333333335,6.089743589743589,9.123740712088939,3.0156573718710726,5.737796627810159,2.860881909324816,6.8641481110833125,0.0284,240000,1988,3.6875469494806827,4.507932115845785
637,m,82.25,state board,76.83,state board,2,B.Tech/B.E.,electronics and electrical engineering,82.5,0,Orissa,2014,5.251798561151079,4.416666666666667,5.0,5.57536338397815,8.292803043168155,7.798189009159034,7.272794487327359,4.651655408222834,-0.0943,310000,1993,7.178032782857929,4.889488409272582
638,f,82.4,icse,69.16,icse,2,B.Tech/B.E.,information technology,84.0,0,Uttar Pradesh,2014,6.258992805755396,4.583333333333333,4.487179487179487,8.724182578482786,7.561050164725062,9.314503538717736,8.636471179723774,2.7487282128262858,0.2889,335000,1993,8.190824167585072,5.109835208756072
